Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostentr‰ger	Kostenstelle	Steuerschl¸ssel	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT1
2.571	01406	Abziehbare Vorsteuer 19 %	16.04.18	1226	<Storno> Studiengemeinschaft Werner Kamprath Darmstadt GmbH Rate 12 End-to-End-R		SAP Lehrgang		01700	-22,67			0,00	
2.572	01406	Abziehbare Vorsteuer 19 %	16.04.18	1226	Studiengemeinschaft Werner Kamprath Darmstadt GmbH Rate 12 End-to-End-Ref.: 2248		Lehrgang Android		01700	22,67			0,00	
287	01406	Abziehbare Vorsteuer 19 %	17.04.18	269	ARAL AG Aral Tankstelle Bad Wies Mu 7101115 1 14.04 17:23 End-to-End-Ref.: 14041	M-ZO 523	Commerzbank		01700	11,63			0,00	
280	01406	Abziehbare Vorsteuer 19 %	20.04.18	262	Parkhaus Niddastraße 107, 60329 Frankfurt, Parkhaus Hauptbahnhof Süd	M-ZO 523	Commerzbank		01600	14,05			0,00	
283	01406	Abziehbare Vorsteuer 19 %	20.04.18	265	Parkhaus Dom Rˆmer	M-ZO 523	Commerzbank		01600	1,28			0,00	
281	01406	Abziehbare Vorsteuer 19 %	23.04.18	263	Parkhaus Niddastraße 107, 60329 Frankfurt, Parkhaus Hauptbahnhof Süd	M-ZO 523	Commerzbank		01600	2,87			0,00	
603	01406	Abziehbare Vorsteuer 19 %	23.04.18	557	mobilcom-debitel Kd 0014627444 Wir sagen danke. RG-N r. M18025632887 54,94 EUR E		Handy - Mobilcom		01700	8,77			0,00	
609	01406	Abziehbare Vorsteuer 19 %	23.04.18	557	<Storno> mobilcom-debitel Kd 0014627444 Wir sagen danke. RG-N r. M18025632887 54		Handy - Mobilcom		01700	-8,77			0,00	
757	01406	Abziehbare Vorsteuer 19 %	23.04.18	683	Kartenzahlung Kartenzahlung Aral Tankstelle Frankfurt Darmst‰dt 2018-04-20T22:19	M-ZO 523	Commerzbank		01700	10,57			0,00	
282	01406	Abziehbare Vorsteuer 19 %	24.04.18	264	Parkhaus Niddastraße 107, 60329 Frankfurt, Parkhaus Hauptbahnhof Süd	M-ZO 523	Commerzbank		01600	3,51			0,00	
288	01406	Abziehbare Vorsteuer 19 %	24.04.18	270	Kartenzahlung AGIP F‹RHOLZEN//F¸rholzen/DE 2018-04-23T04:39:55 KFN - T	M-ZO 523	Commerzbank		01700	12,26			0,00	
610	01406	Abziehbare Vorsteuer 19 %	24.04.18	563	mobilcom-debitel Kd 0014627444 Wir sagen danke. RG-N r. M18025632887 54,94 EUR E		Handy - Mobilcom		01700	8,77			0,00	
2.636	01406	Abziehbare Vorsteuer 19 %	25.04.18	288	Kartenzahlung STEIGENBERGER HOTELS STEIG//FRANKFU 2018-04-23T19:41:37 KFN 1 V-F	Frankfurt			01700	1,44			0,00	
311	01406	Abziehbare Vorsteuer 19 %	26.04.18	290	Kartenzahlung SOPHIEN HOTEL FINECK GMBH//FRANKFUR 2018-04-24T20:18:47 KFN 1 VJ-P	M-ZO 523	Commerzbank		01700	4,79			0,00	
312	01406	Abziehbare Vorsteuer 19 %	26.04.18	291	Kartenzahlung SOPHIEN HOTEL FINECK GMBH//FRANKFUR 2018-04-24T20:18:47 KFN 1 VJ-F		Commerzbank		01700	3,83			0,00	
313	01406	Abziehbare Vorsteuer 19 %	26.04.18	292	Kartenzahlung AGIP ASCHHEIM, EICHENDORFFSTR.20//A 2018-03-10T06:17:09 KFN 1 VJ 2	M-ZO 523			01700	10,84			0,00	
314	01406	Abziehbare Vorsteuer 19 %	26.04.18	292	<Storno> Kartenzahlung AGIP ASCHHEIM, EICHENDORFFSTR.20//A 2018-03-10T06:17:09 K	M-ZO 523			01700	-10,84			0,00	
300	01406	Abziehbare Vorsteuer 19 %	30.04.18	279	Kartenzahlung KAY TEXTILREINIGUNG INH. SE//FRANKF 2018-04-23T18:46:40 KFN 1 VJ 2		Commerzbank		01700	4,42			0,00	
1.390	01406	Abziehbare Vorsteuer 19 %	30.04.18	1240	Kartenzahlung KAY TEXTILREINIGUNG INH. SE//FRANKF 2018-04-27T18:04:45 KFN 1 VJ 2		Arbeitskleidung		01700	4,79			0,00	
286	01406	Abziehbare Vorsteuer 19 %	02.05.18	268	ARAL AG Aral Tankstelle Frankfur Da 7101657 8 27.04 18:28 End-to-End-Ref.: 27041	M-ZO 523	Commerzbank		01700	8,35			0,00	
245	01406	Abziehbare Vorsteuer 19 %	03.05.18	228		Kartenzahlung AGIP ASCHHEIM, EICHENDORFFSTR.20//A 2018-05-02T04:10:35 KFN 1 VJ 	M-ZO 523	Commerzbank		01700	10,35			0,00	
279	01406	Abziehbare Vorsteuer 19 %	03.05.18	261	Kartenzahlung POLLUX GRUNDSTUECKSGESELLS//HAMBURG 2018-04-27T17:33:06 KFN 1 VJ 2	M-ZO 523	Commerzbank		01700	3,83			0,00	
644	01406	Abziehbare Vorsteuer 19 %	03.05.18	589	Vodafone GmbH Kd.Nr. 001910905173 VK 1018840053 R g.Nr. 003515696709 vom 19.04.1		Festnetz - Vodafone		01700	6,22			0,00	
235	01406	Abziehbare Vorsteuer 19 %	04.05.18	218	Frankfurt Airport AG - ICH	M-ZO 523	Commerzbank		01600	3,51			0,00	
234	01406	Abziehbare Vorsteuer 19 %	07.05.18	217	Kartenzahlung ICH FRANKFURT AIRPORT//FRANKFURT/DE 2018-05-03T23:20:28 KFN 1 VJ 2	M-ZO 523	Commerzbank		01700	3,51			0,00	
237	01406	Abziehbare Vorsteuer 19 %	07.05.18	220	Parkhaus Niddastraße 107, Frankfurt am Main	M-ZO 523	Commerzbank		01600	3,83			0,00	
435	01406	Abziehbare Vorsteuer 19 %	07.05.18	400	 	Kartenzahlung EC 69503338 05.05 15.25 MK1 Deutsche Telekom Privatkunden-Vertr 	Handy Powerbank	Commerzbank		01700	2,07			0,00	
436	01406	Abziehbare Vorsteuer 19 %	07.05.18	401		Kartenzahlung EC 69503338 05.05 15.58 MK1 Deutsche Telekom Privatkunden- - PB 2	Handy Powerbank	Commerzbank		01700	2,07			0,00	
664	01406	Abziehbare Vorsteuer 19 %	07.05.18	604	Paypal *Freelancede		Abo - Freelance		01710	9,48			0,00	
1.035	01406	Abziehbare Vorsteuer 19 %	07.05.18	909	Kartenzahlung EC 69503338 05.05 16.04 MK1 Deutsche Telekom Privatkunden-Vertr 20		Handy - Telekom		01700	4,78			0,00	
236	01406	Abziehbare Vorsteuer 19 %	09.05.18	219	Kartenzahlung POLLUX GRUNDSTUECKSGESELLS//HAMBURG 2018-05-03T18:33:04 KFN 1 VJ 2	M-ZO 523	Commerzbank		01700	4,31			0,00	
254	01406	Abziehbare Vorsteuer 19 %	09.05.18	237	H4 HOTEL FRANKFURT MES FRANKFURT 000 - F		Commerzbank		01710	6,56			0,00	
256	01406	Abziehbare Vorsteuer 19 %	09.05.18	239	Holiday Inn Express Messe Frankfurt, Gutleutstraße 296, 60327 Frankfurt - F		Commerzbank		01600	1,88			0,00	
258	01406	Abziehbare Vorsteuer 19 %	09.05.18	239	<Storno> Holiday Inn Express Messe Frankfurt, Gutleutstraße 296, 60327 Frankfurt		Commerzbank		01600	-1,88			0,00	
259	01406	Abziehbare Vorsteuer 19 %	09.05.18	241	Holiday Inn Express Messe Frankfurt, Gutleutstraße 296, 60327 Frankfurt - F		Commerzbank		01600	2,24			0,00	
1.595	01406	Abziehbare Vorsteuer 19 %	09.05.18	237	<Storno> H4 HOTEL FRANKFURT MES FRANKFURT 000 - F		Commerzbank		01710	-6,56			0,00	
1.596	01406	Abziehbare Vorsteuer 19 %	09.05.18	237	H4 HOTEL FRANKFURT MES FRANKFURT 000 - F		Commerzbank		01750	6,56			0,00	
1.601	01406	Abziehbare Vorsteuer 19 %	09.05.18	241	<Storno> Holiday Inn Express Messe Frankfurt, Gutleutstraße 296, 60327 Frankfurt		Commerzbank		01600	-2,24			0,00	
1.602	01406	Abziehbare Vorsteuer 19 %	09.05.18	241	Holiday Inn Express Messe Frankfurt, Gutleutstraße 296, 60327 Frankfurt - F		Commerzbank		01750	2,24			0,00	
1.603	01406	Abziehbare Vorsteuer 19 %	09.05.18	1380	se Frankfurt, Gutleutstraße 296, 60327 Frankfurt - F		Commerzbank		01750	6,43			0,00	
1.619	01406	Abziehbare Vorsteuer 19 %	09.05.18	1380	<Storno> se Frankfurt, Gutleutstraße 296, 60327 Frankfurt - F		Commerzbank		01750	-6,43			0,00	
1.620	01406	Abziehbare Vorsteuer 19 %	09.05.18	1380	se Frankfurt, Gutleutstraße 296, 60327 Frankfurt - F		Commerzbank		01750	2,24			0,00	
1.621	01406	Abziehbare Vorsteuer 19 %	09.05.18	1383	H4 HOTEL FRANKFURT MES FRANKFURT 000		Commerzbank		01750	6,56			0,00	
2.407	01406	Abziehbare Vorsteuer 19 %	09.05.18	1380	<Storno> se Frankfurt, Gutleutstraße 296, 60327 Frankfurt - F		Commerzbank		01750	-2,24			0,00	
2.408	01406	Abziehbare Vorsteuer 19 %	09.05.18	1383	<Storno> H4 HOTEL FRANKFURT MES FRANKFURT 000		Commerzbank		01750	-6,56			0,00	
2.409	01406	Abziehbare Vorsteuer 19 %	09.05.18	241	<Storno> Holiday Inn Express Messe Frankfurt, Gutleutstraße 296, 60327 Frankfurt		Commerzbank		01750	-2,24			0,00	
2.453	01406	Abziehbare Vorsteuer 19 %	09.05.18	1471	Holiday Inn Express Messe Frankfurt, Gutleutstraße 296, 60327 Frankfurt		Commerzbank		01700	2,24			0,00	
2.454	01406	Abziehbare Vorsteuer 19 %	09.05.18	1471	<Storno> Holiday Inn Express Messe Frankfurt, Gutleutstraße 296, 60327 Frankfurt		Commerzbank		01700	-2,24			0,00	
2.455	01406	Abziehbare Vorsteuer 19 %	09.05.18	1471	Holiday Inn Express Messe Frankfurt, Gutleutstraße 296, 60327 Frankfurt		Commerzbank		01600	2,24			0,00	
743	01406	Abziehbare Vorsteuer 19 %	10.05.18	671	Kartenzahlung ESSO DEUTSCHLAND GMBH//Frankfurt/DE 2018-05-09T19:21:33 KFN 1 VJ 2	M-ZO 523	Commerzbank		01700	11,65			0,00	
252	01406	Abziehbare Vorsteuer 19 %	12.05.18	235	HVV Tageskarte 9-Uhr Tageskarte	HVV	Commerzbank		01600	1,02			0,00	
247	01406	Abziehbare Vorsteuer 19 %	15.05.18	230		Kartenzahlung SHELL 2158// Uffenheim /DE 2018-05-14T00:39:06 KFN 1 VJ 2012	M-ZO 523	Commerzbank		01700	9,09			0,00	
261	01406	Abziehbare Vorsteuer 19 %	15.05.18	243	Kartenzahlung EURO HOTEL//KAPPEL-GRAFENHAUSEN/DE 2018-05-14T19:52:33 KFN 1 - S		Commerzbank		01700	1,28			0,00	
630	01406	Abziehbare Vorsteuer 19 %	15.05.18	575		Telefonica Germany GmbH + Co. OHG Kd-Nr.:17337791,Rg-Nr.:1790269889/5 ,Mehr Inf		Handy - O2		01700	2,55			0,00	
643	01406	Abziehbare Vorsteuer 19 %	15.05.18	588	PayPal (Europe) S.a.r.l. et Cie., S .C.A. PP.2280.PP . VODAFONEKAB, Ihr Einka uf		Handy - einmalig		01700	0,32			0,00	
732	01406	Abziehbare Vorsteuer 19 %	15.05.18	662	Orlen Deutschland GmbH ELV91400679 13.05 18.38 ME1 STAR TS T TRAVEMUENDER LANDST	M-ZO 523	Commerzbank		01700	8,92			0,00	
754	01406	Abziehbare Vorsteuer 19 %	15.05.18	680	Kartenzahlung SHELL 9806// Buettelborn /DE 2018-05-14T15:49:15 KFN 1 VJ 2012	M-ZO 523	Commerzbank		01700	11,59			0,00	
1.118	01406	Abziehbare Vorsteuer 19 %	15.05.18	989	PayPal (Europe) S.a.r.l. et Cie., S .C.A. PP.2280.PP . VODAFONEKAB, Ihr Einka uf		Handy - einmalig		01700	0,32			0,00	
1.384	01406	Abziehbare Vorsteuer 19 %	15.05.18	1234	Studiengemeinschaft Werner Kamprath Darmstadt GmbH Rate 13 End-to-End-Ref.: 2300		SAP Lehrgang		01700	23,79			0,00	
2.435	01406	Abziehbare Vorsteuer 19 %	15.05.18	588	<Storno> PayPal (Europe) S.a.r.l. et Cie., S .C.A. PP.2280.PP . VODAFONEKAB, Ihr		Handy - einmalig		01700	-0,32			0,00	
238	01406	Abziehbare Vorsteuer 19 %	16.05.18	221	Fraport AG, Flughafen Frankfurt	M-ZO 523	Commerzbank		01600	3,51			0,00	
239	01406	Abziehbare Vorsteuer 19 %	16.05.18	222	Parkhaus Niddastraße 107, 60329 Frankfurt, Parkhaus Hauptbahnhof Süd	M-ZO 523	Commerzbank		01600	3,51			0,00	
240	01406	Abziehbare Vorsteuer 19 %	17.05.18	223	Pollux GmbH & Co KG, Skyline Plaza Frankfurt, Europa Allee 6	M-ZO 523	Commerzbank		01600	4,31			0,00	
263	01406	Abziehbare Vorsteuer 19 %	17.05.18	245	Kartenzahlung ICH FRANKFURT AIRPORT//FRANKFURT/DE 2018-05-15T21:37:46 KFN 1 - F		Commerzbank		01700	2,87			0,00	
660	01406	Abziehbare Vorsteuer 19 %	17.05.18	604	Paypal *Freelancede		Abo - Freelance		01710	9,48			0,00	
663	01406	Abziehbare Vorsteuer 19 %	17.05.18	604	<Storno> Paypal *Freelancede		Abo - Freelance		01710	-9,48			0,00	
2.638	01406	Abziehbare Vorsteuer 19 %	17.05.18	247	Goethe, Frankfurt am Main - F		Commerzbank		01700	3,19			0,00	
246	01406	Abziehbare Vorsteuer 19 %	21.05.18	229	Esso Station, ROC Deutschland GmbH, Stesemannallee 10, 60596 Frankfurt	M-ZO 523 | 7	Commerzbank		01700	12,14			0,00	
243	01406	Abziehbare Vorsteuer 19 %	22.05.18	226	Parkhaus Niddastraße 107, 60329 Frankfurt, Parkhaus Hauptbahnhof Süd	M-ZO 523	Commerzbank		01600	0,96			0,00	
249	01406	Abziehbare Vorsteuer 19 %	22.05.18	232	Kartenzahlung KAY TEXTILREINIGUNG INH. SE//FRANKF 2018-05-16T18:48:37 KFN 1 VJ 2		Commerzbank		01700	1,60			0,00	
250	01406	Abziehbare Vorsteuer 19 %	22.05.18	233	Kartenzahlung KAY TEXTILREINIGUNG INH. SE//FRANKF 2018-05-16T18:46:52 KFN 1 VJ 2		Commerzbank		01700	9,58			0,00	
241	01406	Abziehbare Vorsteuer 19 %	23.05.18	224	Kartenzahlung POLLUX GRUNDSTUECKSGESELLS//HAMBURG 2018-05-18T18:27:26 KFN 1 VJ 2	M-ZO 523	Commerzbank		01700	3,83			0,00	
248	01406	Abziehbare Vorsteuer 19 %	23.05.18	231	Kartenzahlung ESSO DEUTSCHLAND GMBH//Frankfurt/DE 2018-05-22T11:20:19 KFN 1 VJ 2	M-ZO 523	Commerzbank		01700	10,67			0,00	
604	01406	Abziehbare Vorsteuer 19 %	23.05.18	558	mobilcom-debitel Kd 0014627444 Wir sagen danke. RG-N r. M18032184820 78,78 EUR E		Handy - Mobilcom		01700	12,58			0,00	
611	01406	Abziehbare Vorsteuer 19 %	23.05.18	558	<Storno> mobilcom-debitel Kd 0014627444 Wir sagen danke. RG-N r. M18032184820 78		Handy - Mobilcom		01700	-12,58			0,00	
1.002	01406	Abziehbare Vorsteuer 19 %	23.05.18	907	Rhizom BKBBCHBBXXX CH2700770016046489593 Co Working - Kundennr. 10117 End-to-End		Commerzbank		01700	3,71			0,00	
730	01406	Abziehbare Vorsteuer 19 %	24.05.18	660	OMV DEUTSCHLAND GMBH OMV D7121 Herzogenaurac 22.05.2018 00:20 End-to-End-Ref.: E	M-ZO 523	Commerzbank		01700	15,68			0,00	
1.001	01406	Abziehbare Vorsteuer 19 %	24.05.18	906	Rhizom BKBBCHBBXXX CH2700770016046489593 Co Working - Kundennr. 10117 RE NR 254 		Commerzbank		01700	3,71			0,00	
2.473	01406	Abziehbare Vorsteuer 19 %	24.05.18	1479	Rechnung Coworking - 2018254 - Schweiz	Coworking	Commerzbank		01600	3,19			0,00	
244	01406	Abziehbare Vorsteuer 19 %	25.05.18	227		Kartenzahlung Migros Drachenzentrum//Basel/CH/2 2018-05-23T21:12:52 KFN 1 VJ 20	M-ZO 523	Commerzbank		01700	3,75			0,00	
251	01406	Abziehbare Vorsteuer 19 %	25.05.18	234	Rechnung Coworking				01600	3,19			0,00	
396	01406	Abziehbare Vorsteuer 19 %	25.05.18	364	Interdiscount-3015 BL WebBasel 039 - Tablet A 10.1	Tab A 10.1			01710	56,44			0,00	
397	01406	Abziehbare Vorsteuer 19 %	25.05.18	365	Emigholz GmbH, Utbremer Str. 27, 28217 Bremen, Reifenreparatur	M-RO 2974	MRU-Bremen		01600	30,20			0,00	
420	01406	Abziehbare Vorsteuer 19 %	25.05.18	386	Kartenzahlung Aldi Suisse 10//Basel/CH/2 2018-05-23T08:31:33 KFN 1 VJ 2012 Origi		Handy - Aldi Talk		01700	1,61			0,00	
1.393	01406	Abziehbare Vorsteuer 19 %	25.05.18	1243	Kartenzahlung 5Asec Textilreinigung//Basel/CH/2 2018-05-23T11:07:41 KFN 1 VJ 201	Commerzbank	Arbeitskleidung		01700	17,90			0,00	
2.124	01406	Abziehbare Vorsteuer 19 %	25.05.18	364	<Storno> Interdiscount-3015 BL WebBasel 039 - Tablet A 10.1	Tab A 10.1			01710	-56,44			0,00	
2.125	01406	Abziehbare Vorsteuer 19 %	25.05.18	364	Interdiscount-3015 BL WebBasel 039 - Tablet A 10.1	Tab A 10.1			01750	56,44			0,00	
2.180	01406	Abziehbare Vorsteuer 19 %	25.05.18	1408	Unterer Rheinweg 10 Basel	Coworking			01750	8,95			0,00	
2.506	01406	Abziehbare Vorsteuer 19 %	25.05.18	365	<Storno> Emigholz GmbH, Utbremer Str. 27, 28217 Bremen, Reifenreparatur	M-RO 2974	MRU-Bremen		01600	-30,20			0,00	
612	01406	Abziehbare Vorsteuer 19 %	28.05.18	558	mobilcom-debitel Kd 0014627444 Wir sagen danke. RG-N r. M18032184820 78,78 EUR E		Handy - Mobilcom		01700	12,58			0,00	
2.119	01406	Abziehbare Vorsteuer 19 %	28.05.18	249	HOTEL REST MUHLE BINZEN 000 - F		Commerzbank		01750	2,55			0,00	
2.483	01406	Abziehbare Vorsteuer 19 %	28.05.18	249	<Storno> HOTEL REST MUHLE BINZEN 000 - F		Commerzbank		01750	-2,55			0,00	
2.486	01406	Abziehbare Vorsteuer 19 %	28.05.18	249	HOTEL REST MUHLE BINZEN 000 - F		Commerzbank		01750	2,55			0,00	
759	01406	Abziehbare Vorsteuer 19 %	29.05.18	685	OMV DEUTSCHLAND GMBH OMV D7729 Weil am Rhein 25.05.2018 09:05 End-to-End-Ref.: E	M-ZO 523	Commerzbank		01700	11,89			0,00	
1.117	01406	Abziehbare Vorsteuer 19 %	29.05.18	988	PayPal (Europe) S.a.r.l. et Cie., S .C.A. PP.2280.PP . FONWIRELESS, Ihr Einka uf		Handy - einmalig		01710	0,78			0,00	
2.110	01406	Abziehbare Vorsteuer 19 %	29.05.18	988	<Storno> PayPal (Europe) S.a.r.l. et Cie., S .C.A. PP.2280.PP . FONWIRELESS, Ihr		Handy - einmalig		01710	-0,78			0,00	
2.111	01406	Abziehbare Vorsteuer 19 %	29.05.18	988	PayPal (Europe) S.a.r.l. et Cie., S .C.A. PP.2280.PP . FONWIRELESS, Ihr Einka uf		Handy - einmalig		01750	0,78			0,00	
2.306	01406	Abziehbare Vorsteuer 19 %	29.05.18	988	<Storno> PayPal (Europe) S.a.r.l. et Cie., S .C.A. PP.2280.PP . FONWIRELESS, Ihr		Handy - einmalig		01750	-0,78			0,00	
2.307	01406	Abziehbare Vorsteuer 19 %	29.05.18	988	PayPal (Europe) S.a.r.l. et Cie., S .C.A. PP.2280.PP . FONWIRELESS, Ihr Einka uf		Handy - einmalig		01700	0,78			0,00	
642	01406	Abziehbare Vorsteuer 19 %	31.05.18	587	Vodafone GmbH Kd.Nr. 001910905173 VK 1018840053 R g.Nr. 003518967102 vom 17.05.1		Festnetz - Vodafone		01700	6,22			0,00	
1.110	01406	Abziehbare Vorsteuer 19 %	01.06.18	981	E-Plus Service GmbH Einmalige Aufladung fuer Ihr Prepai d-Konto 491781050021-915		Handy - EPlus		01700	4,79			0,00	
200	01406	Abziehbare Vorsteuer 19 %	04.06.18	187	Parkhaus Niddastraße 107, 60329 Frankfurt, Parkhaus Hauptbahnhof Süd	M-ZO 523	Commerzbank		01600	2,87			0,00	
424	01406	Abziehbare Vorsteuer 19 %	04.06.18	389	Kartenzahlung Dipl. Ing. FUST AG,ZH-//Zurich/CH/2 2018-06-01T10:16:22 KFN 1 VJ 2	Tab A 10.1			01700	11,04			0,00	
1.112	01406	Abziehbare Vorsteuer 19 %	04.06.18	983	E-Plus Service GmbH Einmalige Aufladung fuer Ihr Prepai d-Konto 491781050021-915		Handy - EPlus		01700	4,79			0,00	
1.362	01406	Abziehbare Vorsteuer 19 %	04.06.18	1212	Co-Orga GmbH GENODEF1NBU DE87240603004415803301 RG16056 End-to-End-Ref.: CCB.153		Co-Orga		01700	9,42			0,00	
201	01406	Abziehbare Vorsteuer 19 %	05.06.18	188	Pollux GmbH, Skyline Plaza, Europa Allee 6, 60327 Frankfurt	M-ZO 523	Commerzbank		01600	4,31			0,00	
212	01406	Abziehbare Vorsteuer 19 %	05.06.18	199	Kartenzahlung AGIP ASCHHEIM, EICHENDORFFSTR.20//A 2018-06-04T04:38:54 KFN 1 VJ 2	M-ZO 523	Commerzbank		01700	8,31			0,00	
203	01406	Abziehbare Vorsteuer 19 %	06.06.18	190	Pollux GmbH, Skyline Plaza, Europa Allee 6, 60327 Frankfurt	M-ZO 523	Commerzbank		01600	4,31			0,00	
153	01406	Abziehbare Vorsteuer 19 %	07.06.18	127	Intercity Hotel, Frankfurt Airport, Pub JU52, Frankfurt				01600	3,67			0,00	
202	01406	Abziehbare Vorsteuer 19 %	07.06.18	189	Fraport AG, Flughafen Frankfurt	M-ZO 523	Commerzbank		01600	3,51			0,00	
1.113	01406	Abziehbare Vorsteuer 19 %	07.06.18	984	E-Plus Service GmbH Einmalige Aufladung fuer Ihr Prepai d-Konto 491781050021-915		Handy - EPlus		01700	4,79			0,00	
1.115	01406	Abziehbare Vorsteuer 19 %	07.06.18	986	E-Plus Service GmbH Einmalige Aufladung fuer Ihr Prepai d-Konto 491781050021-915		Handy - EPlus		01700	4,79			0,00	
1.593	01406	Abziehbare Vorsteuer 19 %	07.06.18	202	Parkhotel am Posthof Hattersheim		Commerzbank		01700	7,20			0,00	
1.616	01406	Abziehbare Vorsteuer 19 %	07.06.18	202	<Storno> Parkhotel am Posthof Hattersheim		Commerzbank		01700	-7,20			0,00	
1.618	01406	Abziehbare Vorsteuer 19 %	07.06.18	1382	Kartenzahlung PARKHOTEL AM POSTHOF//HATTERSHEIM/D 2018-06-06T05:21:50 KFN 1 VJ 2		Commerzbank		02115	4,01			0,00	
2.309	01406	Abziehbare Vorsteuer 19 %	07.06.18	1382	<Storno> Kartenzahlung PARKHOTEL AM POSTHOF//HATTERSHEIM/D 2018-06-06T05:21:50 K		Commerzbank		02115	-4,01			0,00	
2.310	01406	Abziehbare Vorsteuer 19 %	07.06.18	1382	Kartenzahlung PARKHOTEL AM POSTHOF//HATTERSHEIM/D 2018-06-06T05:21:50 KFN 1 VJ 2		Commerzbank		01700	4,01			0,00	
2.423	01406	Abziehbare Vorsteuer 19 %	07.06.18	984	<Storno> E-Plus Service GmbH Einmalige Aufladung fuer Ihr Prepai d-Konto 4917810		Handy - EPlus		01700	-4,79			0,00	
2.615	01406	Abziehbare Vorsteuer 19 %	07.06.18	1523	E-Plus Service GmbH Einmalige Aufladung fuer Ihr Prepai d-Konto 491781050021-915		Handy - EPlus		01700	4,79			0,00	
204	01406	Abziehbare Vorsteuer 19 %	09.06.18	191	Parkhaus Hauptbahnhof S¸d	M-ZO 523	Commerzbank		01600	3,83			0,00	
172	01406	Abziehbare Vorsteuer 19 %	11.06.18	167	Kartenzahlung XXXS336XXX SATURN E//FRANKFURT/DE 2018-06-08T19:35:01 KFN 1 VJ 201	SanDisk			01700	6,23			0,00	
668	01406	Abziehbare Vorsteuer 19 %	11.06.18	608	WWW.JOBLEADS.DE HAMBURG 000		Jobleads		01710	14,32			0,00	
741	01406	Abziehbare Vorsteuer 19 %	11.06.18	669	Kartenzahlung TOTAL Service Station//REISKIRCHEN/ 2018-06-08T21:44:05 KFN 1 VJ 2	M-ZO 523	Commerzbank		01700	12,16			0,00	
1.299	01406	Abziehbare Vorsteuer 19 %	11.06.18	1164	Kartenzahlung THE RILANO HOTEL HAMBURG GIR 691978 2018-06-10T16:20:16 KFN 1 VJ 2	M-RO 2974			01700	5,27			0,00	
2.094	01406	Abziehbare Vorsteuer 19 %	11.06.18	608	<Storno> WWW.JOBLEADS.DE HAMBURG 000		Jobleads		01710	-14,32			0,00	
2.095	01406	Abziehbare Vorsteuer 19 %	11.06.18	608	WWW.JOBLEADS.DE HAMBURG 000		Jobleads		01750	14,32			0,00	
2.608	01406	Abziehbare Vorsteuer 19 %	11.06.18	1522	Kartenzahlung XXXS336XXX SATURN E//FRANKFURT/DE 2018-06-08T19:35:01 KFN 1 VJ 201				01700	6,23			0,00	
2.616	01406	Abziehbare Vorsteuer 19 %	11.06.18	1522	<Storno> Kartenzahlung XXXS336XXX SATURN E//FRANKFURT/DE 2018-06-08T19:35:01 KFN				01700	-6,23			0,00	
2.398	01406	Abziehbare Vorsteuer 19 %	12.06.18	1015	Kartenzahlung H4 HOTEL FRANKFURT MESSE GIR 692667 2018-06-11T22:28:02 KFN 1 VJ 2	M-ZO 523	Commerzbank		01700	2,38			0,00	
205	01406	Abziehbare Vorsteuer 19 %	13.06.18	192	Kartenzahlung POLLUX GRUNDSTUECKSGESELLS//HAMBURG 2018-06-11T18:21:36 KFN 1 VJ 2	M-ZO 523	Commerzbank		01700	3,83			0,00	
631	01406	Abziehbare Vorsteuer 19 %	13.06.18	576		Telefonica Germany GmbH + Co. OHG Kd-Nr.:17337791,Rg-Nr.:1819696571/5 ,Mehr Inf		Handy - O2		01700	2,55			0,00	
210	01406	Abziehbare Vorsteuer 19 %	14.06.18	197	NH Hotel Lyonner Str. 5, 60528 Frankfurt	M-ZO 523	Commerzbank		01600	2,55			0,00	
225	01406	Abziehbare Vorsteuer 19 %	14.06.18	208		Kartenzahlung H4 HOTEL MESSE//FRANKFURT AM MAIN/D 2018-06-12T09:07:11 KFN 1 VJ 	M-ZO 523	Commerzbank		01700	2,39			0,00	
742	01406	Abziehbare Vorsteuer 19 %	15.06.18	670		Kartenzahlung AVIA Minera TS Walldorf//Walldorf/D 2018-06-14T16:29:32 KFN 1 VJ 	M-ZO 523	SAP Lehrgang		01700	11,04			0,00	
1.377	01406	Abziehbare Vorsteuer 19 %	15.06.18	1227	Studiengemeinschaft Werner Kamprath Darmstadt GmbH Rate 14 End-to-End-Ref.: 2348		SAP Lehrgang		01700	23,79			0,00	
227	01406	Abziehbare Vorsteuer 19 %	18.06.18	210	Kartenzahlung DE040258 - NH FRANKFUR//FRANKFURT/D 2018-06-15T09:33:09 KFN 1 - Fr		Commerzbank		01700	10,97			0,00	
228	01406	Abziehbare Vorsteuer 19 %	18.06.18	211	Kartenzahlung DE040258 - NH FRANKFUR//FRANKFURT/D 2018-06-15T09:33:09 KFN 1-P	M-ZO 523	Commerzbank		01700	2,55			0,00	
230	01406	Abziehbare Vorsteuer 19 %	18.06.18	213	H4 HOTEL FRANKFURT MES  - FRANKFURT 000 - BP		Commerzbank		01710	0,45			0,00	
594	01406	Abziehbare Vorsteuer 19 %	18.06.18	549	Lexware Haufe DEUTDE6FXXX DE47680700300035041300 96786511 - Re-Nr. 0638896585 - 	Haufe Lexware			01700	16,30			0,00	
